ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,info_session_self_reported_demand,info_session_link_clicked,gives_ad_check_company,gives_ad_check_email,prior_companies_1,prior_own_company,prior_own_company_c,prior_belief_platforms,info_treatment_response,posterior_belief,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,consumer_info_demand_yes,requests_full_ad_check,platform_choice_misinfo,donation_GDI,requested_survey_info,US_HQ,treated,female,male,full_time_employee,big_business,long_role,not_biased,verified_title_category,final_role_type,DM,verified_title,DM_category,self_reported_DM,verified_DM,final_exec,final_marketing,final_manager,final_other,appears_on_misinfo_vF,appears_in_MP_data_vF,correct_company_beliefs,follow_up_type,follow_up_ad_check_surprise,surprised_by_ad_check
R_R1RL8H3zpaiXBBL,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I have signed up for this consultation.,0,1,1,20,Yes,Very sure,30,I have carefully read the above information.,20,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Indonesia,11 to 100,Between 5 years to less than 10 years,Education,,No,Female,Strongly agree,Slightly left-wing biased,For digital marketing survey,,Treatment,1,1,0,0,1,0,1,1,0,0,0,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,0,,,None
R_2b1Rc8Tsdyk1C8s,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,85,No,Very sure,85,,70,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",Less than 1 year,Technology,,No,Male,Somewhat agree,Left-wing biased,Identifying how important the political correct placement of ads is for companies.,,Control,0,1,0,1,1,1,0,0,1,1,1,0,0,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_stGrNscqHohRpRv,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,0,1,1,65,No,Sure,20,,50,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Brazil,101 to 1000,Between 10 years to less than 20 years,Household,,Yes,Male,Agree,Not biased,Measure how organizations judge the risk of being associated with misinformation websites.,,Control,1,1,1,0,1,0,0,0,1,1,1,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Very unsurprising,0
R_25KJaG6xUyiVt4z,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,4,No,Somewhat sure,4,I have carefully read the above information.,4,I would not like to receive this information.,DataKind,United States of America,0 to 10,Between 10 years to less than 20 years,Technology,,Yes,Male,Agree,Not biased,To introduce a solution to the known problem of misinformation sites used in advertising.,,Treatment,0,1,0,0,0,1,1,0,1,1,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_1jICmWdWJxuy3LI,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Contract or temporary work,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,0,58,No,Very sure,15,I have carefully read the above information.,2,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Brazil,101 to 1000,Less than 1 year,"Telecommunications, ISP or Cable Provider",,No,Male,Somewhat disagree,Right-wing biased,great,,Treatment,1,0,1,1,1,0,1,0,1,0,1,0,0,,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,0,self_reported_DM,1,0,0,0,1,0,0,0,1,,,None
R_OdQJK41OQeu86Y1,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,0,68,No,Very sure,40,,80,I would not like to receive this information.,The Global Disinformation Index,Guatemala,11 to 100,Between 1 year to less than 5 years,"Government, Politics or Religion",,No,Male,Strongly agree,Not biased,Make digital advertisement more effective,,Control,0,0,0,1,0,0,0,0,1,1,0,0,1,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_3CB2rroOxhk4xFi,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Agree,Agree,Strongly agree,Agree,Agree,Disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,58,No,Sure,8,I have carefully read the above information.,8,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",20 or more years,"Government, Politics or Religion",,Yes,Male,Neither agree nor disagree,Not biased,Public Trust,,Treatment,0,1,0,0,1,1,1,0,1,1,1,1,1,,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,0,self_reported_DM,1,0,0,0,1,0,0,0,1,,,None
R_BYrZgV5Rhwux17P,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,85,No,Unsure,85,,50,I would not like to receive this information.,DataKind,Finland,0 to 10,Between 1 year to less than 5 years,Health,,No,Male,Somewhat agree,Slightly left-wing biased, Data collection.,-,Control,1,1,0,0,1,0,0,0,1,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_3oFmnFsW90wKmpi,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not like to receive this information.,I have signed up for this consultation.,0,1,1,100,Yes,Somewhat sure,100,I have carefully read the above information.,100,I would not like to receive this information.,The Global Disinformation Index,United States of America,0 to 10,Between 5 years to less than 10 years,Holding Companies,,No,Prefer not to say,Strongly agree,Not biased,trend data,,Treatment,0,1,0,1,1,1,1,0,0,0,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,1,1,1,,,None
R_A6V9SBh5mSNe9XP,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,1,1,35,No,Somewhat sure,30,I have carefully read the above information.,80,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,101 to 1000,Between 5 years to less than 10 years,Health,,Yes,Male,Agree,Not biased,research into digital platform mediated disinformation abuses,,Treatment,1,1,0,1,1,1,1,0,1,1,1,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_1Qnk4xmC5oBs7lb,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,1,0,0,91,Yes,Somewhat sure,91,,500,I would not like to receive this information.,The Global Disinformation Index,Vanuatu,11 to 100,Between 10 years to less than 20 years,Education,,Yes,Female,Agree,Slightly left-wing biased,To get contacts to sign up for info session and then ultimately make a sales pitch for your product/services,"If you really want to stop misinformation, just share the information publicly and provide a tool for people to use; don't require email address and/or consultation",Control,1,0,0,1,0,0,0,1,0,1,0,1,0,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,0,,,None
R_3FRN1E7fLwBzz9e,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,Other occupation (please specify):,Radiology informatics,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,95,No,Very sure,95,,5000,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,0 to 10,Between 5 years to less than 10 years,Health,,No,Male,Somewhat agree,Not biased,Assess knowledge of where (my) company's ads show,I may be an outlier as I'm a consultant on radiology informatics; and only get biz via word of mouth or possibly SoMe,Control,1,1,0,0,1,1,0,0,1,0,0,1,1,Other occupation (please specify):,Other occupation (please specify):,0,1,non_DM,0,0,0,0,0,1,0,0,1,,,None
R_ROZuoMo3G6RfMjf,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,0,1,1,100,No,Very sure,100,I have carefully read the above information.,80,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,11 to 100,Less than 1 year,Technology,,No,Male,Agree,Not biased,Research? Seeking content?,,Treatment,1,1,1,1,1,1,1,0,1,1,0,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_31MySijTlGTwhFK,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,0,0,20,No,Sure,20,,20,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Business Solutions,,I don't know,Male,Neither agree nor disagree,Slightly left-wing biased,Important to understand how companies unknowingly support sites that promote mis/disinformation,,Control,1,0,0,1,1,1,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_2DV043m83NJ4czc,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,0,0,85,No,Very sure,95,,450,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,0 to 10,Between 5 years to less than 10 years,Online Services,,No,Prefer not to say,Neither agree nor disagree,Not biased,"To understand companies' attitudes towards misinformation, and being associated with it",One of the questions was very poorly worded: the one about most/least preferred sites to be associated with,Control,1,0,0,1,1,1,0,0,0,0,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_pQbMk7nc89lXCHD,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,0,0,37,No,Sure,40,I have carefully read the above information.,80,I would not like to receive this information.,The Global Disinformation Index,Mexico,11 to 100,Between 5 years to less than 10 years,Technology,,Yes,Male,Agree,Not biased,,,Treatment,1,0,0,1,0,0,1,0,1,0,0,1,1,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_2BwXlIyKKJFFUi5,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,75,No,Very sure,75,I have carefully read the above information.,650,I would not like to receive this information.,The Global Disinformation Index,United States of America,0 to 10,20 or more years,Holding Companies,,No,Female,Strongly agree,Slightly left-wing biased,To persuade digital advertisers to be selective on website or platform advertising.,,Treatment,0,0,0,1,0,1,1,1,0,0,0,1,0,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_116gbebWpcSHGaO,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,1,1,1,10,No,Very sure,10,,10,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Brazil,0 to 10,Between 10 years to less than 20 years,Media & Entertainment,,No,Female,Strongly agree,Not biased,i dont really know,the wording is to complicated for those who are not native speaking in English,Control,1,1,1,1,1,0,0,1,0,0,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_2di3BSC5SdeWj9I,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,80,No,Sure,95,,85,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Finland,101 to 1000,Between 10 years to less than 20 years,Technology,,Yes,Female,Agree,Slightly left-wing biased,To determine whether advertisers recognize and object to their company being associated with disinformation sites,,Control,1,1,1,1,1,0,0,1,0,1,1,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Unsurprising,0
R_31ME1MfHDXdEllr,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,0,1,1,100,No,Very sure,0,I have carefully read the above information.,80,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,0 to 10,20 or more years,Travel,,No,Female,Strongly disagree,Not biased,Unknown,,Treatment,1,1,1,0,1,1,1,1,0,1,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_3lRNMLuAxvu2pql,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,6,No,Very sure,5,I have carefully read the above information.,3,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Canada,0 to 10,Less than 1 year,Technology,,No,Male,Strongly disagree,Slightly right-wing biased,,,Treatment,1,1,0,1,1,0,1,0,1,1,0,0,0,,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",0,0,non_DM,0,0,0,0,0,1,0,0,1,,,None
R_3PiY3na6MiZfUKj,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,100,No,Very sure,100,I have carefully read the above information.,80,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Brazil,101 to 1000,Less than 1 year,Technology,,Yes,Male,Agree,Not biased,discover people point o view about digital advertsiment,,Treatment,1,1,0,0,1,0,1,0,1,1,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_308dK3ILf7LNDbW,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,50,No,Sure,3,,15,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,0 to 10,20 or more years,Business Solutions,,No,Female,Neither agree nor disagree,Slightly left-wing biased,"more likely information gathering to support a view than anything else, and in particular not likely to cause any changes.",,Control,1,1,1,1,1,1,0,1,0,0,0,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Very unsurprising,0
R_6EDQIy8tRAAN4uR,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,95,Yes,Somewhat sure,95,,95,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Denmark,"More than 10,000",20 or more years,Industrial,,Yes,Male,Disagree,Not biased,,,Control,0,1,0,1,0,0,0,0,1,1,1,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,1,1,1,exec_follow_up_misinfo,Surprising,1
R_1PYNkb0kxItE8FA,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Research and science occupation  (e.g. life scientists, physical scientists, social scientists, science technicians, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,50,No,Very sure,100,I have carefully read the above information.,50,I would not like to receive this information.,The Global Disinformation Index,Indonesia,101 to 1000,Between 10 years to less than 20 years,Education,,No,Male,Agree,Slightly right-wing biased,Advertising ,Please provide more scholarship ,Treatment,0,0,0,1,1,0,1,0,1,1,1,1,0,"Manager of advertising, marketing, promotions, public relations or sales ","Manager of advertising, marketing, promotions, public relations or sales ",1,1,verified_DM,0,1,0,1,1,0,0,0,1,,,None
R_3gT7qGYUZLlNZCh,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Research and science occupation  (e.g. life scientists, physical scientists, social scientists, science technicians, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,100,No,Very sure,100,I have carefully read the above information.,100,I would not like to receive this information.,The Global Disinformation Index,Switzerland,"More than 10,000",Between 5 years to less than 10 years,Health,,No,Female,Neither agree nor disagree,Slightly left-wing biased,spread awareness re: advertisements on websites that spread mis-information,,Treatment,0,0,0,1,0,0,1,1,0,1,1,1,0,,"Research and science occupation  (e.g. life scientists, physical scientists, social scientists, science technicians, etc.)",0,0,non_DM,0,0,0,0,0,1,0,0,1,,,None
R_1JPxTWd7Pb5sam8,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,75,No,Very unsure,60,I have carefully read the above information.,600,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United Kingdom of Great Britain and Northern Ireland,101 to 1000,Between 1 year to less than 5 years,"Food Products, Beverages or Dining",,Yes,Male,Somewhat agree,Not biased,The role of digital technologies in spreading dis-information,Until the very last set of questions I had 100% trust in the information provided to me and that it was unbiased due to the global good  reputation of Stanford and my prior experience of Stanford. Now i  am beginning to doubt the veracity of the information I have been fed in this survey....,Treatment,1,1,1,1,1,0,1,0,1,0,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,1,0,exec_follow_up_non_misinfo,Unsurprising,0
R_9Zu91gNQzpHE2CR,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,10,No,Unsure,14,,100,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Technology,,I don't know,Prefer not to say,Agree,Not biased,Increase Stanford's prestige,,Control,1,1,1,1,1,1,0,0,0,1,1,0,1,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)","Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",0,1,non_DM,0,0,0,0,0,1,1,1,0,,,None
R_24pxcSBDHNWzM9B,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,75,No,Unsure,0,,35,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Australia,101 to 1000,20 or more years,Education,,No,Male,Neither agree nor disagree,Not biased,Understand how much companies know about misinformation websites,,Control,1,1,1,1,1,0,0,0,1,1,1,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_z9e8TL2FhXSW2eB,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,1,1,100,No,Sure,90,I have carefully read the above information.,80,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Australia,0 to 10,Between 1 year to less than 5 years,Education,,No,Female,Somewhat disagree,Slightly left-wing biased,questioning advertising on misinformation sites,Some of your questions were hard to understand... particularly the one which required ranking...,Treatment,1,1,0,0,0,0,1,1,0,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
