ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,info_session_self_reported_demand,info_session_link_clicked,gives_ad_check_company,gives_ad_check_email,prior_companies_1,prior_own_company,prior_own_company_c,prior_belief_platforms,info_treatment_response,posterior_belief,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,consumer_info_demand_yes,requests_full_ad_check,platform_choice_misinfo,donation_GDI,requested_survey_info,US_HQ,treated,female,male,full_time_employee,big_business,long_role,not_biased,verified_title_category,final_role_type,DM,verified_title,DM_category,self_reported_DM,verified_DM,final_exec,final_marketing,final_manager,final_other,appears_on_misinfo_vF,appears_in_MP_data_vF,correct_company_beliefs,follow_up_type,follow_up_ad_check_surprise,surprised_by_ad_check
R_2QuLTUQwA7BXc4F,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,1,1,1,80,Yes,Somewhat sure,80,,60,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Brazil,101 to 1000,Between 1 year to less than 5 years,Health,,Yes,Male,Strongly agree,Not biased,Understand the feasibility of a new service to prevent ads from being presented on fake news websites,"There is an interesting concept behind the research, which is how far are companies willing to go in order to improve the effectiveness of their ads? ",Control,1,1,1,1,1,0,0,0,1,1,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,0,exec_follow_up_no_info,Unsurprising,0
R_2qf7KXyM6DDMBXw,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,0,0,20,No,Unsure,25,,25,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,0 to 10,Less than 1 year,Technology,,No,Male,Agree,Not biased,Understand support of misinformation websites,,Control,1,0,1,1,1,1,0,0,1,0,0,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_DieQ5QvbRcZdIOd,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,2,No,Unsure,5,,5,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",Between 1 year to less than 5 years,Health,,Yes,Male,Strongly agree,Slightly left-wing biased,Getting insights ,,Control,1,1,0,0,1,1,0,0,1,1,1,0,0,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)","Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",0,1,non_DM,0,0,0,0,0,1,1,1,0,exec_follow_up_misinfo,Unsurprising,0
R_3ffLxjq7Ios2IBb,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,55,No,Very sure,100,I have carefully read the above information.,650,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,101 to 1000,Less than 1 year,Education,,Yes,Male,Agree,Not biased,"To find relationships between misinformation, advertising, and perceptions ",,Treatment,1,1,0,1,1,1,1,0,1,1,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Very unsurprising,0
R_w0QnLaiDlEEJHwZ,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Strongly disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,1,1,10,Yes,Somewhat sure,10,,100,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,India,11 to 100,Between 10 years to less than 20 years,Technology,,Yes,Male,Agree,Left-wing biased,Find ways to create awareness to Stop inaccurate ads and eventually stop them.,Estimates are a wold guess. People are poor at guessing as they dont have an overview. Thisay not result in data that is usable. ,Control,1,1,1,1,1,0,0,0,1,0,0,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,0,,,None
R_2rjT0WIje7rvtHy,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,1,1,1,25,No,Unsure,20,I have carefully read the above information.,20,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Spain,"More than 10,000",Between 1 year to less than 5 years,Technology,,I don't know,Male,Agree,Not biased,To gather market data about interest in digital misinformation ,,Treatment,1,1,1,1,1,0,1,0,1,1,1,0,1,,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,0,self_reported_DM,1,0,0,0,1,0,1,1,0,exec_follow_up_misinfo,Surprising,1
R_ZgWFraS7eEJbraN,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,Other occupation (please specify):,Executive coach,I have carefully read the above information.,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,100,No,Very sure,100,,100,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Russian Federation,0 to 10,Between 1 year to less than 5 years,Education,,No,Female,Agree,Left-wing biased,Survey ,,Control,0,0,0,0,1,0,0,1,0,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,0,1,1,0,0,0,0,0,1,,,None
R_pJYU4pfVJe25FN7,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,Other occupation (please specify):,"Investor, Business Owner, Industry Expert",I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,1,1,1,79,No,Very sure,79,I have carefully read the above information.,1279,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,0 to 10,Between 1 year to less than 5 years,Other (please specify),"Venture Studio, mixing sustainable versions of multiple above selections.",Yes,Male,Strongly agree,Not biased,"To compare profiles of opinion, data and action. ","Avoiding double-negative questions would yield more accurate results. The more questions asked, the more likely errors can be made, especially on mobile devices. Give people you poll the ability to recommend questions and their own answers, and allow a follow up survey with the best ones your audience thought of. For example, you dont know why I'm confident we aren't at risk even though we'd like to learn other great ways to direct dvertising dollars. ",Treatment,1,1,1,0,1,1,1,0,1,0,0,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,0,1,1,0,0,0,1,1,0,,,None
R_2dutONce6QXSUg8,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I have signed up for this consultation.,1,1,1,100,No,Somewhat sure,50,,20,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,United States of America,0 to 10,Between 5 years to less than 10 years,Technology,,I don't know,Male,Strongly agree,Not biased,Privacy & security - eliminating misinformation sites ,Looking forward to hear more about tools to stop misinformation while keeping consumers/ viewerÃ¢ÂÂs privacy in tact.  Thank you ,Control,1,1,0,1,1,1,0,0,1,1,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_xrQPw4QTU4rRG3n,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,1,1,80,No,Very sure,80,,10,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,"More than 10,000",Between 1 year to less than 5 years,Technology,,Yes,Male,Agree,Slightly left-wing biased,Gage people perception on tolerance for misinformation,,Control,1,1,1,1,1,1,0,0,1,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,1,1,0,0,1,0,1,1,0,,,None
R_2tGziSO4UFA9EQr,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Research and science occupation  (e.g. life scientists, physical scientists, social scientists, science technicians, etc.)",,I have carefully read the above information.,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,90,Yes,Somewhat sure,50,I have carefully read the above information.,75,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,India,0 to 10,Between 10 years to less than 20 years,Business Solutions,,Yes,Male,Strongly agree,Not biased,"Highlighting ""inadvertent"" advertising support for Malicious MisInformation",,Treatment,1,1,0,1,1,0,1,0,1,0,0,1,1,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,0,1,0,0,1,0,1,1,1,,,None
R_2tigTdRblfzxvCo,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,0,100,No,Very sure,100,,50,I would not like to receive this information.,The Global Disinformation Index,United States of America,11 to 100,Less than 1 year,Finance,,Yes,Male,Agree,Not biased,Assess awareness of misinformation website use on digital marketing.,,Control,0,0,0,1,0,1,0,0,1,1,0,0,1,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,1,,,None
R_oYu0dlLKUsOCaVr,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Part-time employee,Other occupation (please specify):,Board of directors ,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,50,No,Sure,50,I have carefully read the above information.,130,I would not like to receive this information.,The Global Disinformation Index,United States of America,0 to 10,Between 1 year to less than 5 years,Education,,Yes,Female,Agree,Not biased,To qualify leads for a product or service that helps companies avoid having the products advertised on misinformation or hate speech websites.,,Treatment,1,1,0,1,1,1,1,1,0,0,0,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,0,1,1,0,0,0,0,0,1,exec_follow_up_no_info,Very unsurprising,0
R_3rOHYDu3ql0C6Az,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,10,No,Very sure,10,I have carefully read the above information.,200,I would not like to receive this information.,DataKind,Finland,"More than 10,000",Between 5 years to less than 10 years,"Government, Politics or Religion",,No,Male,Agree,Not biased,,,Treatment,0,1,0,0,0,0,1,0,1,1,1,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_33vx3mjcjsDGwnZ,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,80,No,Somewhat sure,80,,5,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",Less than 1 year,Online Services,,I don't know,Male,Agree,Not biased,Evaluate demand for services that identify exposure of a company's Ads in misinformation sites,,Control,0,1,0,1,0,1,0,0,1,1,1,0,1,,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,0,self_reported_DM,1,0,0,0,1,0,1,1,0,,,None
R_2vkK1JtfqaVos0P,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,0,0,80,Yes,Sure,90,,90,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Saudi Arabia,"More than 10,000",Less than 1 year,"Government, Politics or Religion",,Yes,Male,Agree,Not biased,,,Control,1,0,1,1,0,0,0,0,1,1,1,0,1,," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0,self_reported_DM,1,0,1,0,0,0,0,0,0,,,None
R_22ljnChufGxLu5r,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,1,1,10,No,Somewhat sure,10,I have carefully read the above information.,100,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Automotive,,Yes,Male,Neither agree nor disagree,Not biased,Gather data on companies and ads for misinformation,,Treatment,1,1,0,1,1,1,1,0,1,1,1,0,1,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)","Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,1,verified_DM,1,1,0,0,1,0,1,1,0,,,None
R_emNxk9Gqgd9bOcV,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,10,No,Sure,10,I have carefully read the above information.,20,I would not like to receive this information.,The Global Disinformation Index,India,"More than 10,000",Between 1 year to less than 5 years,Finance,,Yes,Male,Strongly agree,Not biased,For a better understanding of Digital space in companies,.,Treatment,0,1,0,1,0,0,1,0,1,1,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,1,0,,,None
R_3hydhkQk7F6ef3x,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,50,No,Somewhat sure,60,,60,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Switzerland,"1001 to 10,000",Between 1 year to less than 5 years,Finance,,I don't know,Male,Neither agree nor disagree,Not biased,Research,,Control,0,1,1,1,1,0,0,0,1,1,1,0,1,"Manager of advertising, marketing, promotions, public relations or sales ","Manager of advertising, marketing, promotions, public relations or sales ",1,1,verified_DM,1,1,0,1,1,0,0,1,0,,,None
R_1j9zO7wj4EgT7XC,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,25,Yes,Unsure,10,I have carefully read the above information.,500,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,101 to 1000,Between 5 years to less than 10 years,Retail,,Yes,Male,Neither agree nor disagree,Slightly left-wing biased,Increase awareness of ads supporting misinformation sites.,Survey could be clearer.,Treatment,1,1,1,0,1,1,1,0,1,1,1,1,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,1,1,1,exec_follow_up_misinfo,Very unsurprising,0
R_3EFijC6iZw1ICol,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,0,0,86,No,Somewhat sure,25,,50,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Greece,0 to 10,Between 5 years to less than 10 years,Other (please specify),,Yes,Female,Somewhat agree,Not biased,,,Control,1,0,1,1,0,0,0,1,0,0,0,1,1,,"Manager of advertising, marketing, promotions, public relations or sales ",1,0,self_reported_DM,1,0,0,1,1,0,0,0,1,,,None
R_271Hnm9S8ONNF9W,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,92,No,Very sure,92,,75,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Bulgaria,11 to 100,20 or more years,Online Services,,No,Female,Strongly agree,Not biased,Recommendations to socially responsible companies,,Control,1,1,0,0,1,0,0,1,0,1,0,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,1,1,0,exec_follow_up_misinfo,Very surprising,1
R_vGeyGsu0HbW5MVr,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,Other occupation (please specify):,Farmer with own farm,I have carefully read the above information.,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,80,No,Very sure,60,I have carefully read the above information.,75,I would not like to receive this information.,DataKind,Germany,0 to 10,20 or more years,Other (please specify),agriculture,No,Male,Agree,Not biased,,,Treatment,0,0,0,0,0,0,1,0,1,0,0,1,1,,Other occupation (please specify):,0,0,non_DM,0,0,0,0,0,1,0,0,1,,,None
R_2sGEA1NWC6YoH4t,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,Psychologist,I have carefully read the above information.,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,0,0,75,Yes,Very sure,0,,10,I would not like to receive this information.,The Global Disinformation Index,Norway,101 to 1000,Less than 1 year,"Government, Politics or Religion",,I don't know,Male,Agree,Not biased,Gather information on level of awareness of advertising practices in relation to misinformation websites.,,Control,0,0,0,1,1,0,0,0,1,1,1,0,1,Other occupation (please specify):,Other occupation (please specify):,0,1,non_DM,0,0,0,0,0,1,0,0,0,,,None
R_ukRAJ6rW4xdr2rn,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,20,No,Sure,20,I have carefully read the above information.,20,I would not like to receive this information.,DataKind,Netherlands,0 to 10,Between 1 year to less than 5 years,Finance,,No,Male,Strongly disagree,Not biased,,,Treatment,1,1,0,0,0,0,1,0,1,0,0,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
R_2ZTz7ciKr0Hv04d,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Somewhat disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,I would not like to sign up for this consultation.,0,1,1,80,No,Somewhat sure,24,,80,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Singapore,"More than 10,000",Less than 1 year,Insurance,,Yes,Female,Agree,Not biased,Gauge awareness,,Control,1,1,0,0,1,0,0,1,0,1,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,1,1,0,,,None
R_2z91PXmWUzPHtfW,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,Managing veterinarian,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,100,No,Very sure,100,I have carefully read the above information.,65,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,0 to 10,Between 5 years to less than 10 years,Health,,No,Female,Neither agree nor disagree,Slightly left-wing biased,Check if online survey leads to reading comprehension since most of the data was unclear and missing scale and data basis,,Treatment,0,1,1,1,0,1,1,1,0,1,0,1,0,,Other occupation (please specify):,0,0,non_DM,0,0,0,0,0,1,1,1,0,exec_follow_up_misinfo,Unsurprising,0
R_2VQlo9ts15CJoHb,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,I would not like to sign up for this consultation.,0,1,1,5,No,Very sure,10,,65,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Kenya,"1001 to 10,000",Between 5 years to less than 10 years,Other (please specify),"Non-government, Agriculture",I don't know,Male,Strongly agree,Not biased,To understand people's preference about their company's ads with respect to misinformation websites.,None,Control,1,1,0,0,1,0,0,0,1,1,1,1,1,"Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)","Business and finance specialist  (business specialists in market research, marketing, management analysis, human resources, compliance, procurement, etc.; financial specialists e.g. analysts and advisors, etc.)",0,1,non_DM,0,0,0,0,0,1,0,0,1,exec_follow_up_no_info,Very unsurprising,0
R_1NrbwkFvCVlRAky,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,80,No,Somewhat sure,90,I have carefully read the above information.,80,I would not like to receive this information.,DataKind,Singapore,101 to 1000,Between 1 year to less than 5 years,Health,,No,Male,Agree,Not biased,Attitudes toward digital advertising,,Treatment,0,1,0,0,1,0,1,0,1,1,1,0,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,1,1,0,,,None
R_3Pho5OSdaoR6dpr,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,I would not like to receive this information.,I would not like to sign up for this consultation.,0,1,1,50,No,Unsure,100,,40,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Germany,101 to 1000,Between 5 years to less than 10 years,Retail,,Yes,Male,Somewhat agree,Not biased,,,Control,0,1,0,1,1,0,0,0,1,1,1,1,1," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)"," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,1,verified_DM,1,1,1,0,0,0,0,0,1,,,None
